drug,pathway,Rxn_per_pathway
Acteoside_removed_unused_genes,"Transport, endoplasmic reticular",0.175355450236967
Acteoside_removed_unused_genes,"Transport, extracellular",0.0433634992458522
Acteoside_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Acteoside_removed_unused_genes,"Transport, lysosomal",0.219047619047619
Acteoside_removed_unused_genes,"Transport, mitochondrial",0.236203090507726
Acteoside_removed_unused_genes,"Transport, nuclear",0.23943661971831
Acteoside_removed_unused_genes,"Transport, peroxisomal",0.207792207792208
Acteoside_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Acteoside_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Acteoside_removed_unused_genes,"Tyrosine metabolism",0.333333333333333
Acteoside_removed_unused_genes,"Ubiquinone synthesis",0
Acteoside_removed_unused_genes,"Urea cycle",0.225
Acteoside_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Acteoside_removed_unused_genes,"Vitamin A metabolism",0
Acteoside_removed_unused_genes,"Vitamin B12 metabolism",0
Acteoside_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Acteoside_removed_unused_genes,"Vitamin B6 metabolism",0
Acteoside_removed_unused_genes,"Vitamin C metabolism",0.3
Acteoside_removed_unused_genes,"Vitamin D metabolism",0
Acteoside_removed_unused_genes,"Vitamin E metabolism",0.4
Acteoside_removed_unused_genes,"Xenobiotics metabolism",0
Ainsliadimer A_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Ainsliadimer A_removed_unused_genes,"Alkaloid synthesis",0
Ainsliadimer A_removed_unused_genes,"Aminosugar metabolism",0.5
Ainsliadimer A_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.423076923076923
Ainsliadimer A_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ainsliadimer A_removed_unused_genes,"Arginine and proline metabolism",0.275
Ainsliadimer A_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ainsliadimer A_removed_unused_genes,"Bile acid synthesis",0.178378378378378
Ainsliadimer A_removed_unused_genes,"Biotin metabolism",0
Ainsliadimer A_removed_unused_genes,"Blood group synthesis",0
Ainsliadimer A_removed_unused_genes,"Butanoate metabolism",0
Ainsliadimer A_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Ainsliadimer A_removed_unused_genes,"Cholesterol metabolism",0.566115702479339
Ainsliadimer A_removed_unused_genes,"Chondroitin sulfate degradation",0
Ainsliadimer A_removed_unused_genes,"Chondroitin synthesis",0.444444444444444
Ainsliadimer A_removed_unused_genes,"Citric acid cycle",0.5
Ainsliadimer A_removed_unused_genes,"CoA catabolism",0
Ainsliadimer A_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ainsliadimer A_removed_unused_genes,"Cytochrome metabolism",0
Ainsliadimer A_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ainsliadimer A_removed_unused_genes,"Dietary fiber binding",0
Ainsliadimer A_removed_unused_genes,"Drug metabolism",0.0610820244328098
Ainsliadimer A_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Ainsliadimer A_removed_unused_genes,"Exchange/demand reaction",0.0576385002797985
Ainsliadimer A_removed_unused_genes,"Fatty acid oxidation",0.32258064516129
Ainsliadimer A_removed_unused_genes,"Fatty acid synthesis",0.807531380753138
Ainsliadimer A_removed_unused_genes,"Folate metabolism",0.254237288135593
Ainsliadimer A_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Ainsliadimer A_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ainsliadimer A_removed_unused_genes,"Glutamate metabolism",0.4375
Ainsliadimer A_removed_unused_genes,"Glutathione metabolism",0.5
Ainsliadimer A_removed_unused_genes,"Glycerophospholipid metabolism",0.175757575757576
Ainsliadimer A_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.297872340425532
Ainsliadimer A_removed_unused_genes,"Glycolysis/gluconeogenesis",0.619047619047619
Ainsliadimer A_removed_unused_genes,"Glycosphingolipid metabolism",0.126760563380282
Ainsliadimer A_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Ainsliadimer A_removed_unused_genes,"Heme degradation",0.75
Ainsliadimer A_removed_unused_genes,"Heme synthesis",0.473684210526316
Ainsliadimer A_removed_unused_genes,"Heparan sulfate degradation",0
Ainsliadimer A_removed_unused_genes,"Hippurate metabolism",0
Ainsliadimer A_removed_unused_genes,"Histidine metabolism",0.285714285714286
Ainsliadimer A_removed_unused_genes,"Hyaluronan metabolism",1
Ainsliadimer A_removed_unused_genes,"Inositol phosphate metabolism",0.338461538461538
Ainsliadimer A_removed_unused_genes,"Keratan sulfate degradation",0
Ainsliadimer A_removed_unused_genes,"Keratan sulfate synthesis",0
Ainsliadimer A_removed_unused_genes,"Leukotriene metabolism",0.125
Ainsliadimer A_removed_unused_genes,"Limonene and pinene degradation",0
Ainsliadimer A_removed_unused_genes,"Linoleate metabolism",0
Ainsliadimer A_removed_unused_genes,"Lipoate metabolism",0
Ainsliadimer A_removed_unused_genes,"Lysine metabolism",0.32258064516129
Ainsliadimer A_removed_unused_genes,"Methionine and cysteine metabolism",0.369565217391304
Ainsliadimer A_removed_unused_genes,"Miscellaneous",0.263157894736842
Ainsliadimer A_removed_unused_genes,"N-glycan degradation",0
Ainsliadimer A_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Ainsliadimer A_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Ainsliadimer A_removed_unused_genes,"NAD metabolism",0.222222222222222
Ainsliadimer A_removed_unused_genes,"Nucleotide interconversion",0.304878048780488
Ainsliadimer A_removed_unused_genes,"Nucleotide metabolism",0
Ainsliadimer A_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ainsliadimer A_removed_unused_genes,"Nucleotide sugar metabolism",0
Ainsliadimer A_removed_unused_genes,"O-glycan metabolism",0
Ainsliadimer A_removed_unused_genes,"Oxidative phosphorylation",0.8
Ainsliadimer A_removed_unused_genes,"Pentose phosphate pathway",0.390243902439024
Ainsliadimer A_removed_unused_genes,"Peptide metabolism",0
Ainsliadimer A_removed_unused_genes,"Phenylalanine metabolism",0.0555555555555556
Ainsliadimer A_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.075
Ainsliadimer A_removed_unused_genes,"Propanoate metabolism",0.666666666666667
Ainsliadimer A_removed_unused_genes,"Protein formation",0
Ainsliadimer A_removed_unused_genes,"Purine catabolism",0.294117647058824
Ainsliadimer A_removed_unused_genes,"Purine synthesis",0.8
Ainsliadimer A_removed_unused_genes,"Pyrimidine catabolism",0.176470588235294
Ainsliadimer A_removed_unused_genes,"Pyrimidine synthesis",0.523809523809524
Ainsliadimer A_removed_unused_genes,"Pyruvate metabolism",0.375
Ainsliadimer A_removed_unused_genes,"R group synthesis",0.166666666666667
Ainsliadimer A_removed_unused_genes,"ROS detoxification",0.857142857142857
Ainsliadimer A_removed_unused_genes,"Sphingolipid metabolism",0.18796992481203
Ainsliadimer A_removed_unused_genes,"Squalene and cholesterol synthesis",1
Ainsliadimer A_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ainsliadimer A_removed_unused_genes,"Steroid metabolism",0.2
Ainsliadimer A_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Ainsliadimer A_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ainsliadimer A_removed_unused_genes,"Thiamine metabolism",0
Ainsliadimer A_removed_unused_genes,"Transport, endoplasmic reticular",0.246445497630332
Ainsliadimer A_removed_unused_genes,"Transport, extracellular",0.0795625942684766
Ainsliadimer A_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Ainsliadimer A_removed_unused_genes,"Transport, lysosomal",0.219047619047619
Ainsliadimer A_removed_unused_genes,"Transport, mitochondrial",0.251655629139073
Ainsliadimer A_removed_unused_genes,"Transport, nuclear",0.253521126760563
Ainsliadimer A_removed_unused_genes,"Transport, peroxisomal",0.220779220779221
Ainsliadimer A_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ainsliadimer A_removed_unused_genes,"Tryptophan metabolism",0.288888888888889
Ainsliadimer A_removed_unused_genes,"Tyrosine metabolism",0.0967741935483871
Ainsliadimer A_removed_unused_genes,"Ubiquinone synthesis",0
Ainsliadimer A_removed_unused_genes,"Urea cycle",0.225
Ainsliadimer A_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ainsliadimer A_removed_unused_genes,"Vitamin A metabolism",0
Ainsliadimer A_removed_unused_genes,"Vitamin B12 metabolism",0
Ainsliadimer A_removed_unused_genes,"Vitamin B2 metabolism",0.666666666666667
Ainsliadimer A_removed_unused_genes,"Vitamin B6 metabolism",0
Ainsliadimer A_removed_unused_genes,"Vitamin C metabolism",0.2
Ainsliadimer A_removed_unused_genes,"Vitamin D metabolism",0
Ainsliadimer A_removed_unused_genes,"Vitamin E metabolism",0.4
Ainsliadimer A_removed_unused_genes,"Xenobiotics metabolism",0
Alantolactone_removed_unused_genes,"Alanine and aspartate metabolism",0.461538461538462
Alantolactone_removed_unused_genes,"Alkaloid synthesis",0
Alantolactone_removed_unused_genes,"Aminosugar metabolism",0.40625
Alantolactone_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.192307692307692
Alantolactone_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Alantolactone_removed_unused_genes,"Arginine and proline metabolism",0.325
Alantolactone_removed_unused_genes,"Beta-Alanine metabolism",0.4
Alantolactone_removed_unused_genes,"Bile acid synthesis",0.216216216216216
Alantolactone_removed_unused_genes,"Biotin metabolism",0
Alantolactone_removed_unused_genes,"Blood group synthesis",0
Alantolactone_removed_unused_genes,"Butanoate metabolism",0.333333333333333
Alantolactone_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Alantolactone_removed_unused_genes,"Cholesterol metabolism",0.681818181818182
Alantolactone_removed_unused_genes,"Chondroitin sulfate degradation",0
Alantolactone_removed_unused_genes,"Chondroitin synthesis",0
Alantolactone_removed_unused_genes,"Citric acid cycle",0.45
Alantolactone_removed_unused_genes,"CoA catabolism",0
Alantolactone_removed_unused_genes,"CoA synthesis",0.0714285714285714
Alantolactone_removed_unused_genes,"Cytochrome metabolism",0
Alantolactone_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Alantolactone_removed_unused_genes,"Dietary fiber binding",0
Alantolactone_removed_unused_genes,"Drug metabolism",0.075043630017452
Alantolactone_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Alantolactone_removed_unused_genes,"Exchange/demand reaction",0.0537213206491326
Alantolactone_removed_unused_genes,"Fatty acid oxidation",0.338189386056191
Alantolactone_removed_unused_genes,"Fatty acid synthesis",0.836820083682008
Alantolactone_removed_unused_genes,"Folate metabolism",0.254237288135593
Alantolactone_removed_unused_genes,"Fructose and mannose metabolism",0.391304347826087
Alantolactone_removed_unused_genes,"Galactose metabolism",0.142857142857143
Alantolactone_removed_unused_genes,"Glutamate metabolism",0.375
Alantolactone_removed_unused_genes,"Glutathione metabolism",0.5625
Alantolactone_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Alantolactone_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Alantolactone_removed_unused_genes,"Glycolysis/gluconeogenesis",0.571428571428571
Alantolactone_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Alantolactone_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Alantolactone_removed_unused_genes,"Heme degradation",0
Alantolactone_removed_unused_genes,"Heme synthesis",0
Alantolactone_removed_unused_genes,"Heparan sulfate degradation",0
Alantolactone_removed_unused_genes,"Hippurate metabolism",0
Alantolactone_removed_unused_genes,"Histidine metabolism",0.285714285714286
Alantolactone_removed_unused_genes,"Hyaluronan metabolism",1
Alantolactone_removed_unused_genes,"Inositol phosphate metabolism",0.338461538461538
Alantolactone_removed_unused_genes,"Keratan sulfate degradation",0
Alantolactone_removed_unused_genes,"Keratan sulfate synthesis",0
Alantolactone_removed_unused_genes,"Leukotriene metabolism",0.125
Alantolactone_removed_unused_genes,"Limonene and pinene degradation",0
Alantolactone_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Alantolactone_removed_unused_genes,"Lipoate metabolism",0
Alantolactone_removed_unused_genes,"Lysine metabolism",0.451612903225806
Alantolactone_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Alantolactone_removed_unused_genes,"Miscellaneous",0.315789473684211
Alantolactone_removed_unused_genes,"N-glycan degradation",0
Alantolactone_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Alantolactone_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Alantolactone_removed_unused_genes,"NAD metabolism",0.148148148148148
Alantolactone_removed_unused_genes,"Nucleotide interconversion",0.298780487804878
Alantolactone_removed_unused_genes,"Nucleotide metabolism",0
Alantolactone_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Alantolactone_removed_unused_genes,"Nucleotide sugar metabolism",0
Alantolactone_removed_unused_genes,"O-glycan metabolism",0
Alantolactone_removed_unused_genes,"Oxidative phosphorylation",0.8
Alantolactone_removed_unused_genes,"Pentose phosphate pathway",0.24390243902439
Alantolactone_removed_unused_genes,"Peptide metabolism",0
Alantolactone_removed_unused_genes,"Phenylalanine metabolism",0.25
Alantolactone_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Alantolactone_removed_unused_genes,"Propanoate metabolism",0.733333333333333
Alantolactone_removed_unused_genes,"Protein formation",0
Alantolactone_removed_unused_genes,"Purine catabolism",0.205882352941176
Alantolactone_removed_unused_genes,"Purine synthesis",0.733333333333333
Alantolactone_removed_unused_genes,"Pyrimidine catabolism",0.205882352941176
Alantolactone_removed_unused_genes,"Pyrimidine synthesis",0.428571428571429
Alantolactone_removed_unused_genes,"Pyruvate metabolism",0.40625
Alantolactone_removed_unused_genes,"R group synthesis",0.166666666666667
Alantolactone_removed_unused_genes,"ROS detoxification",0.857142857142857
Alantolactone_removed_unused_genes,"Sphingolipid metabolism",0.180451127819549
Alantolactone_removed_unused_genes,"Squalene and cholesterol synthesis",1
Alantolactone_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Alantolactone_removed_unused_genes,"Steroid metabolism",0.0888888888888889
Alantolactone_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Alantolactone_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Alantolactone_removed_unused_genes,"Thiamine metabolism",0
Alantolactone_removed_unused_genes,"Transport, endoplasmic reticular",0.194312796208531
Alantolactone_removed_unused_genes,"Transport, extracellular",0.0769230769230769
Alantolactone_removed_unused_genes,"Transport, golgi apparatus",0.0918367346938776
Alantolactone_removed_unused_genes,"Transport, lysosomal",0.219047619047619
Alantolactone_removed_unused_genes,"Transport, mitochondrial",0.240618101545254
Alantolactone_removed_unused_genes,"Transport, nuclear",0.253521126760563
Alantolactone_removed_unused_genes,"Transport, peroxisomal",0.25974025974026
Alantolactone_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Alantolactone_removed_unused_genes,"Tryptophan metabolism",0.377777777777778
Alantolactone_removed_unused_genes,"Tyrosine metabolism",0.247311827956989
Alantolactone_removed_unused_genes,"Ubiquinone synthesis",0
Alantolactone_removed_unused_genes,"Urea cycle",0.25
Alantolactone_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Alantolactone_removed_unused_genes,"Vitamin A metabolism",0
Alantolactone_removed_unused_genes,"Vitamin B12 metabolism",0
Alantolactone_removed_unused_genes,"Vitamin B2 metabolism",0.111111111111111
Alantolactone_removed_unused_genes,"Vitamin B6 metabolism",0
Alantolactone_removed_unused_genes,"Vitamin C metabolism",0.2
Alantolactone_removed_unused_genes,"Vitamin D metabolism",0
Alantolactone_removed_unused_genes,"Vitamin E metabolism",0.4
Alantolactone_removed_unused_genes,"Xenobiotics metabolism",0
Andrographolide_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Andrographolide_removed_unused_genes,"Alkaloid synthesis",0
